CountyNo;CountyName;State;Fips;Site;Lat;Long;Population;Area;Density;Infected
769;cass;Iowa;19;29;41.365;-94.978;14684;564.3;25.3;287
770;cedar;Iowa;19;31;41.761;-91.136;18187;579.5;31.5;93
771;cerro gordo;Iowa;19;33;43.135;-93.246;46447;568.3;79.2;24
772;cherokee;Iowa;19;35;42.748;-95.594;13035;577.2;21.6;188
773;chickasaw;Iowa;19;37;43.039;-92.338;13095;504.6;25;191
774;clarke;Iowa;19;39;41.038;-93.777;9133;431.2;21.4;44
775;clay;Iowa;19;41;43.125;-95.16;17372;567.2;29.7;7
776;clayton;Iowa;19;43;42.859;-91.323;18678;778.8;23.5;35
777;clinton;Iowa;19;45;41.854;-90.335;50149;695;71.8;40
778;crawford;Iowa;19;47;42.027;-95.359;16942;714.4;23.7;333
779;dallas;Iowa;19;49;41.67;-93.975;40750;586.5;84.6;309
780;davis;Iowa;19;51;40.765;-92.412;8541;503.2;17.3;47
781;decatur;Iowa;19;53;40.712;-93.82;8689;531.8;16.1;61
782;delaware;Iowa;19;55;42.481;-91.383;18404;577.8;31.3;232
783;des moines;Iowa;19;57;40.834;-91.141;42351;416.1;98.2;12
784;dickinson;Iowa;19;59;43.39;-95.134;16424;381.1;43.7;43
785;dubuque;Iowa;19;61;42.495;-90.757;89143;608.2;149.6;71
786;emmet;Iowa;19;63;43.393;-94.754;11027;395.7;26.8;474
787;fayette;Iowa;19;65;42.823;-91.855;22008;730.9;29;74
788;floyd;Iowa;19;67;43.074;-92.755;16900;500.6;33;207
789;franklin;Iowa;19;69;42.749;-93.242;10704;582.4;18.4;110
790;fremont;Iowa;19;71;40.746;-95.619;8010;511.1;15.1;47
791;greene;Iowa;19;73;42.03;-94.375;10366;568.4;17.7;62
792;grundy;Iowa;19;75;42.379;-92.752;12369;502.1;24.7;12
793;guthrie;Iowa;19;77;41.671;-94.436;11353;590.6;19.6;17
794;hamilton;Iowa;19;79;42.407;-93.764;16438;576.7;28.2;87
795;hancock;Iowa;19;81;43.09;-93.709;12100;571.1;20.7;62
796;hardin;Iowa;19;83;42.435;-93.214;18812;569.3;31.9;64
797;harrison;Iowa;19;85;41.666;-95.808;15666;696.8;22.7;43
798;henry;Iowa;19;87;40.982;-91.538;20336;434.4;46.6;51
799;howard;Iowa;19;89;43.362;-92.233;9932;473.4;20.8;46
800;humboldt;Iowa;19;91;42.75;-94.215;10381;434.4;23.1;201
801;ida;Iowa;19;93;42.389;-95.505;7837;431.7;17.2;186
802;iowa;Iowa;19;95;41.704;-92.046;15671;586.5;27.3;57
803;jackson;Iowa;19;97;42.14;-90.565;20296;636.1;31.9;160
804;jasper;Iowa;19;99;41.679;-93.068;37213;730;51.7;161
805;jefferson;Iowa;19;101;41.012;-91.966;16181;435.3;36.8;175
806;johnson;Iowa;19;103;41.675;-91.555;111006;614.5;188.9;52
807;jones;Iowa;19;105;42.134;-91.194;20221;575.3;35.9;282
808;keokuk;Iowa;19;107;41.327;-92.178;11400;579.2;19.5;244
809;kossuth;Iowa;19;109;43.152;-94.218;17163;973;16.8;89
810;lee;Iowa;19;111;40.559;-91.397;38052;517.4;71;531
811;linn;Iowa;19;113;42.01;-91.647;191701;717.2;275;292
812;louisa;Iowa;19;115;41.223;-91.254;12183;401.9;30.2;11
813;lucas;Iowa;19;117;41.02;-93.312;9422;430.7;22.6;16
814;lyon;Iowa;19;119;43.384;-96.213;11763;587.5;20;400
815;madison;Iowa;19;121;41.344;-93.994;14019;561;26.7;57
816;mahaska;Iowa;19;123;41.313;-92.64;22335;570.9;38.9;131
817;marion;Iowa;19;125;41.352;-93.044;32052;554.1;59.1;92
818;marshall;Iowa;19;127;42.032;-92.937;39311;572.3;69;50
819;mills;Iowa;19;129;41.048;-95.69;14547;437.5;34.4;324
820;mitchell;Iowa;19;131;43.338;-92.802;10874;468.9;23.4;211
821;monona;Iowa;19;133;42.064;-95.976;10020;693;14;86
822;monroe;Iowa;19;135;41.038;-92.829;8016;433.4;18.1;306
823;montgomery;Iowa;19;137;41.01;-95.169;11771;424;26.9;153
824;muscatine;Iowa;19;139;41.463;-91.077;41722;438.7;97;153
825;obrien;Iowa;19;141;43.123;-95.686;15102;573.1;25.2;87
826;osceola;Iowa;19;143;43.385;-95.676;7003;398.8;17;141
827;page;Iowa;19;145;40.746;-95.191;16976;534.8;30.4;185
828;palo alto;Iowa;19;147;43.098;-94.687;10147;563.7;17.3;34
829;plymouth;Iowa;19;149;42.75;-96.202;24849;863.4;28.9;171
830;pocahontas;Iowa;19;151;42.747;-94.699;8662;577.7;14;34
831;polk;Iowa;19;153;41.617;-93.644;374601;569;691;198
832;pottawattamie;Iowa;19;155;41.28;-95.792;87704;950.3;93.9;246
833;poweshiek;Iowa;19;157;41.71;-92.619;18815;585;32.5;42
834;ringgold;Iowa;19;159;40.736;-94.229;5469;537.7;9.8;100
835;sac;Iowa;19;161;42.376;-95.09;11529;575.8;18.8;256
836;scott;Iowa;19;163;41.561;-90.57;158668;457.9;349.7;69
837;shelby;Iowa;19;165;41.669;-95.321;13173;590.7;21.6;2
838;sioux;Iowa;19;167;43.078;-96.166;31589;767.9;41.9;20
839;story;Iowa;19;169;42.028;-93.595;79981;572.9;140.4;567
840;tama;Iowa;19;171;42.067;-92.541;18103;721.3;24.9;8
841;taylor;Iowa;19;173;40.754;-94.677;6958;533.9;12.5;209
842;union;Iowa;19;175;41.053;-94.316;12309;424.4;28.3;185
843;van buren;Iowa;19;177;40.743;-91.943;7809;484.8;15.9;12
844;wapello;Iowa;19;179;41.016;-92.418;36051;431.8;82.9;10
845;warren;Iowa;19;181;41.399;-93.584;40671;569.9;74.7;59
846;washington;Iowa;19;183;41.357;-91.699;20670;568.7;37.5;61
847;wayne;Iowa;19;185;40.743;-93.318;6730;525.6;12.5;134
848;webster;Iowa;19;187;42.479;-94.179;40235;715.2;54.9;182
849;winnebago;Iowa;19;189;43.344;-93.671;11723;400.5;28.4;42
850;winneshiek;Iowa;19;191;43.28;-91.816;21310;689.6;30.7;219
851;woodbury;Iowa;19;193;42.484;-96.342;103877;872.6;118.2;93
852;worth;Iowa;19;195;43.366;-93.251;7909;400;19.3;100
853;wright;Iowa;19;197;42.732;-93.753;14334;580.7;23.5;155
854;allen;Kansas;20;1;37.897;-95.367;14385;503;27.7;53
855;anderson;Kansas;20;3;38.248;-95.263;8110;582.9;14.1;24
856;atchison;Kansas;20;5;39.555;-95.184;16774;432.3;39;179
857;barber;Kansas;20;7;37.214;-98.558;5307;1134.1;4.4;42
858;barton;Kansas;20;9;38.398;-98.759;28205;894;30.6;8306
859;bourbon;Kansas;20;11;37.845;-94.75;15379;637.1;23.6;246
860;brown;Kansas;20;13;39.801;-95.549;10724;570.7;18.2;68
861;butler;Kansas;20;15;37.729;-96.98;59482;1427.8;43.3;158
862;chase;Kansas;20;17;38.354;-96.564;3030;775.9;4;30
863;chautauqua;Kansas;20;19;37.112;-96.237;4359;641.7;6.5;248
864;cherokee;Kansas;20;21;37.117;-94.755;22605;587.1;37.4;20
865;cheyenne;Kansas;20;23;39.769;-101.743;3165;1019.9;2.9;212
866;clark;Kansas;20;25;37.279;-99.866;2390;974.7;2.4;360
867;clay;Kansas;20;27;39.359;-97.126;8822;643.8;13.4;195
868;cloud;Kansas;20;29;39.534;-97.639;10268;715.6;13.7;85
869;coffey;Kansas;20;31;38.247;-95.74;8865;629.7;13.9;79
870;comanche;Kansas;20;33;37.236;-99.368;1967;788.3;2.4;241
871;cowley;Kansas;20;35;37.176;-96.995;36291;1126.2;31.8;553
872;crawford;Kansas;20;37;37.442;-94.733;38242;592.9;64.2;157
873;decatur;Kansas;20;39;39.802;-100.485;3472;893.5;3.7;159
874;dickinson;Kansas;20;41;38.878;-97.148;19344;847.9;22.6;382
875;doniphan;Kansas;20;43;39.789;-95.081;8249;392.2;20.6;55
876;douglas;Kansas;20;45;38.943;-95.251;99962;456.8;225;3
877;edwards;Kansas;20;47;37.915;-99.358;3449;622;5.3;46
878;elk;Kansas;20;49;37.421;-96.235;3261;647.3;4.8;83
879;ellis;Kansas;20;51;38.881;-99.328;27507;900;30.1;35
880;ellsworth;Kansas;20;53;38.72;-98.265;6525;715.9;8.9;24
881;finney;Kansas;20;55;37.976;-100.863;40523;1301.7;30.2;21
882;ford;Kansas;20;57;37.749;-99.991;32458;1098.5;30.3;522
883;franklin;Kansas;20;59;38.6;-95.262;24784;573.9;45.4;37
884;geary;Kansas;20;61;39.039;-96.834;27947;384.7;65.3;89
885;gove;Kansas;20;63;39.045;-100.381;3068;1071.4;2.7;386
886;graham;Kansas;20;65;39.358;-99.86;2946;898.3;3.1;331
887;grant;Kansas;20;67;37.58;-101.352;7909;574.9;13.4;214
888;gray;Kansas;20;69;37.722;-100.417;5904;868.9;6.9;182
889;greeley;Kansas;20;71;38.491;-101.769;1534;778;1.8;139
890;greenwood;Kansas;20;73;37.859;-96.225;7673;1139.7;6.6;229
891;hamilton;Kansas;20;75;37.981;-101.759;2670;996.5;2.7;14
892;harper;Kansas;20;77;37.213;-98.051;6536;801.4;7.8;300
893;harvey;Kansas;20;79;38.049;-97.386;32869;539.3;62.6;69
894;haskell;Kansas;20;81;37.499;-100.897;4307;577.3;7.4;396
895;hodgeman;Kansas;20;83;38.083;-99.864;2085;860;2.4;234
896;jackson;Kansas;20;85;39.406;-95.751;12657;655.6;20.1;265
897;jefferson;Kansas;20;87;39.213;-95.395;18426;535.8;35.3;189
898;jewell;Kansas;20;89;39.776;-98.207;3791;909.2;3.8;407
899;johnson;Kansas;20;91;38.936;-94.726;451086;473.3;1049.5;49
900;kearny;Kansas;20;93;37.954;-101.235;4531;870.9;5.2;192
901;kingman;Kansas;20;95;37.605;-98.105;8673;863.3;9.7;56
902;kiowa;Kansas;20;97;37.6;-99.27;3278;722.4;4.3;111
903;labette;Kansas;20;99;37.259;-95.257;22835;648.8;34.3;82
904;lane;Kansas;20;101;38.5;-100.484;2155;717.4;2.7;9
905;leavenworth;Kansas;20;103;39.251;-94.956;68691;462.9;156.5;391
906;lincoln;Kansas;20;105;39.037;-98.18;3578;718.9;4.8;424
907;linn;Kansas;20;107;38.229;-94.8;9570;598.7;16.3;2
908;logan;Kansas;20;109;39.094;-100.933;3046;1073;2.6;38
909;lyon;Kansas;20;111;38.415;-96.178;35935;850.9;42;302
910;mcpherson;Kansas;20;113;38.38;-97.649;29554;899.7;32.7;74
911;marion;Kansas;20;115;38.322;-97.118;13361;943.1;13.8;60
912;marshall;Kansas;20;117;39.801;-96.57;10965;902.5;11.5;225
913;meade;Kansas;20;119;37.292;-100.395;4631;978.4;4.7;316
914;miami;Kansas;20;121;38.578;-94.85;28351;576.7;51.5;8
915;mitchell;Kansas;20;123;39.452;-98.176;6932;699.8;9.4;432
916;montgomery;Kansas;20;125;37.139;-95.692;36252;645.2;54.2;240
917;morris;Kansas;20;127;38.695;-96.583;6104;697.4;8.6;7
918;morton;Kansas;20;129;37.052;-101.837;3496;729.9;4.5;63
919;nemaha;Kansas;20;131;39.827;-95.969;10717;718;14.6;283
920;neosho;Kansas;20;133;37.626;-95.393;16997;571.7;29;304
921;ness;Kansas;20;135;38.498;-99.904;3454;1074.7;2.9;12
922;norton;Kansas;20;137;39.817;-99.88;5953;877.8;6.6;8
923;osage;Kansas;20;139;38.697;-95.715;16712;703.5;24.3;80
924;osborne;Kansas;20;141;39.424;-98.71;4452;892.4;4.6;63
925;ottawa;Kansas;20;143;39.103;-97.69;6163;721.1;8.6;99
926;pawnee;Kansas;20;145;38.176;-99.149;7233;754.2;9;329
927;phillips;Kansas;20;147;39.756;-99.346;6001;886.2;6.3;386
928;pottawatomie;Kansas;20;149;39.266;-96.306;18209;844.2;22.4;433
929;pratt;Kansas;20;151;37.646;-98.733;9647;735;12.8;69
930;rawlins;Kansas;20;153;39.81;-101.048;2966;1069.6;2.6;115
931;reno;Kansas;20;155;38.05;-97.936;64790;1254.4;50.8;80
932;republic;Kansas;20;157;39.82;-97.659;5835;716.4;7.3;212
933;rice;Kansas;20;159;38.319;-98.203;10761;726.6;14.4;357
934;riley;Kansas;20;161;39.191;-96.632;62843;609.6;103.5;150
935;rooks;Kansas;20;163;39.319;-99.315;5685;888.3;6.1;67
936;rush;Kansas;20;165;38.524;-99.283;3551;718.2;4.8;175
937;russell;Kansas;20;167;38.906;-98.823;7370;884.7;7.9;88
938;saline;Kansas;20;169;38.816;-97.608;53597;719.6;75;72
939;scott;Kansas;20;171;38.482;-100.914;5120;717.5;6.5;477
940;sedgwick;Kansas;20;173;37.677;-97.344;452869;999.4;464.1;9
941;seward;Kansas;20;175;37.054;-100.916;22510;639.5;36.3;352
942;shawnee;Kansas;20;177;39.035;-95.704;169871;549.8;312.3;69
943;sheridan;Kansas;20;179;39.362;-100.464;2813;896.4;2.9;69
944;sherman;Kansas;20;181;39.349;-101.73;6760;1055.8;5.9;37
945;smith;Kansas;20;183;39.77;-98.804;4536;895.4;4.7;236
946;stafford;Kansas;20;185;38.006;-98.731;4789;792.1;5.7;49
947;stanton;Kansas;20;187;37.565;-101.753;2406;680;3.5;349
948;stevens;Kansas;20;189;37.192;-101.321;5463;727.5;7.6;37
949;sumner;Kansas;20;191;37.3;-97.408;25946;1181.8;21.4;41
950;thomas;Kansas;20;193;39.384;-101.046;8180;1074.8;7.3;21
951;trego;Kansas;20;195;38.999;-99.883;3319;888.3;3.6;529
952;wabaunsee;Kansas;20;197;38.976;-96.181;6885;797.4;8.7;130
953;wallace;Kansas;20;199;38.883;-101.767;1749;914;1.7;248
954;washington;Kansas;20;201;39.784;-97.059;6483;898.5;6.8;534
955;wichita;Kansas;20;203;38.502;-101.351;2531;718.5;3.3;37
956;wilson;Kansas;20;205;37.513;-95.743;10332;573.8;17.3;148
957;woodson;Kansas;20;207;37.874;-95.742;3788;500.6;7.1;272
958;wyandotte;Kansas;20;209;39.103;-94.701;157882;151.4;1033.4;4
959;adair;Kentucky;21;1;37.107;-85.28;17244;406.8;43.2;61
960;allen;Kentucky;21;3;36.749;-86.204;17800;346;53.6;404
961;anderson;Kentucky;21;5;38.026;-84.928;19111;201.1;99.9;38
962;ballard;Kentucky;21;7;37.044;-88.981;8286;246.8;33.6;326
963;barren;Kentucky;21;9;36.994;-85.929;38033;487.6;81;64
964;bath;Kentucky;21;11;38.14;-83.741;11085;278.7;41.4;227
965;bell;Kentucky;21;13;36.691;-83.699;30060;359.2;82.6;148
966;boone;Kentucky;21;15;38.986;-84.676;85991;246.3;411.4;532
967;bourbon;Kentucky;21;17;38.206;-84.245;19360;289.8;67.7;484
968;boyd;Kentucky;21;19;38.432;-82.666;49752;160.2;310.6;279
969;boyle;Kentucky;21;21;37.637;-84.799;27697;180.8;156.2;264
970;bracken;Kentucky;21;23;38.704;-84.073;8279;205.8;42.3;92
971;breathitt;Kentucky;21;25;37.518;-83.378;16100;492.4;32.4;237
972;breckinridge;Kentucky;21;27;37.772;-86.417;18648;572.3;33.5;89
973;bullitt;Kentucky;21;29;38.023;-85.662;61236;296.9;224.5;94
974;butler;Kentucky;21;31;37.22;-86.678;13010;428;31.2;407
975;caldwell;Kentucky;21;33;37.129;-87.88;13060;346.9;37.1;26
976;calloway;Kentucky;21;35;36.619;-88.305;34177;386.2;90.1;55
977;campbell;Kentucky;21;37;39.039;-84.443;88616;151.3;576.8;307
978;carlisle;Kentucky;21;39;36.854;-88.95;5351;189.3;28.1;182
979;carroll;Kentucky;21;41;38.669;-85.139;10155;128.8;80.3;380
980;carter;Kentucky;21;43;38.312;-83.04;26889;410.6;66.9;70
981;casey;Kentucky;21;45;37.304;-84.925;15447;445.6;36;243
982;christian;Kentucky;21;47;36.806;-87.477;72265;721.3;97.9;118
983;clark;Kentucky;21;49;37.986;-84.182;33144;254.3;135.2;97
984;clay;Kentucky;21;51;37.168;-83.74;24556;469;51.7;63
985;clinton;Kentucky;21;53;36.715;-85.134;9634;197.3;48.4;78
986;crittenden;Kentucky;21;55;37.333;-88.096;9384;362.3;24.8;94
987;cumberland;Kentucky;21;57;36.777;-85.392;7147;305.1;23.5;736
988;daviess;Kentucky;21;59;37.748;-87.095;91545;462;200.4;62
989;edmonson;Kentucky;21;61;37.202;-86.259;11644;302.7;39.4;13
990;elliott;Kentucky;21;63;38.119;-83.106;6748;234.3;29.2;113
991;estill;Kentucky;21;65;37.706;-83.989;15307;253.8;59.7;27
992;fayette;Kentucky;21;67;38.019;-84.496;260512;284.6;936;305
993;fleming;Kentucky;21;69;38.39;-83.713;13792;348.6;41.5;175
994;floyd;Kentucky;21;71;37.547;-82.739;42441;394.2;107.5;248
995;franklin;Kentucky;21;73;38.196;-84.868;47687;207.7;231.8;85
996;fulton;Kentucky;21;75;36.539;-89.034;7752;205.5;35.8;149
997;gallatin;Kentucky;21;77;38.764;-84.845;7870;101.7;78.5;49
998;garrard;Kentucky;21;79;37.641;-84.568;14792;231.1;69.9;363
999;grant;Kentucky;21;81;38.684;-84.602;22384;257.8;94.3;33
1000;graves;Kentucky;21;83;36.74;-88.649;37028;551.6;67.8;106
1001;grayson;Kentucky;21;85;37.469;-86.307;24053;503.6;49.7;78
1002;green;Kentucky;21;87;37.263;-85.536;11518;288.6;40.4;201
1003;greenup;Kentucky;21;89;38.558;-82.813;36891;346.1;107.7;32
1004;hancock;Kentucky;21;91;37.867;-86.804;8392;188;45;81
1005;hardin;Kentucky;21;93;37.755;-85.92;94174;623.4;154.1;303
1006;harlan;Kentucky;21;95;36.865;-83.232;33202;467.2;68.3;84
1007;harrison;Kentucky;21;97;38.415;-84.316;17983;309.7;58.9;49
1008;hart;Kentucky;21;99;37.277;-85.882;17445;412.6;44.2;256
1009;henderson;Kentucky;21;101;37.818;-87.564;44829;440.1;103.2;341
1010;henry;Kentucky;21;103;38.433;-85.173;15060;289;54.6;19
1011;hickman;Kentucky;21;105;36.668;-88.964;5262;242.3;21.3;73
1012;hopkins;Kentucky;21;107;37.303;-87.524;46519;550.7;85;86
1013;jackson;Kentucky;21;109;37.406;-83.994;13495;346.4;39.3;309
1014;jefferson;Kentucky;21;111;38.203;-85.701;693604;384.9;1818.6;47
1015;jessamine;Kentucky;21;113;37.883;-84.586;39041;172.1;245.8;835
1016;johnson;Kentucky;21;115;37.83;-82.814;23445;261.7;91.2;89
1017;kenton;Kentucky;21;117;39.02;-84.547;151464;160.3;954;18
1018;knott;Kentucky;21;119;37.33;-82.936;17649;352.2;49.9;42
1019;knox;Kentucky;21;121;36.901;-83.907;31795;387.5;82.4;416
1020;larue;Kentucky;21;123;37.545;-85.722;13373;261.7;51.5;99
1021;laurel;Kentucky;21;125;37.092;-84.09;52715;434.1;129;59
1022;lawrence;Kentucky;21;127;38.076;-82.684;15569;418.8;38.3;10
1023;lee;Kentucky;21;129;37.59;-83.702;7916;209.8;37.1;246
1024;leslie;Kentucky;21;131;37.11;-83.376;12401;404;29.8;10
1025;letcher;Kentucky;21;133;37.147;-82.806;25277;339;72.8;46
1026;lewis;Kentucky;21;135;38.565;-83.34;14092;482.8;28.6;235
1027;lincoln;Kentucky;21;137;37.468;-84.667;23361;336;73.9;68
1028;livingston;Kentucky;21;139;37.138;-88.352;9804;313.2;31.2;243
1029;logan;Kentucky;21;141;36.858;-86.871;26573;552.2;49;44
1030;lyon;Kentucky;21;143;37.066;-88.08;8080;214.1;38.3;264
1031;mccracken;Kentucky;21;145;37.049;-88.646;65514;248.8;260.1;28
1032;mccreary;Kentucky;21;147;36.714;-84.453;17080;427.7;39.9;77
1033;mclean;Kentucky;21;149;37.514;-87.221;9938;252.5;39.5;319
1034;madison;Kentucky;21;151;37.705;-84.286;70872;437.8;174.1;477
1035;magoffin;Kentucky;21;153;37.73;-83.054;13332;309.4;43.5;66
1036;marion;Kentucky;21;155;37.569;-85.285;18212;343.2;54.6;392
1037;marshall;Kentucky;21;157;36.899;-88.34;30125;301.3;102.3;552
1038;martin;Kentucky;21;159;37.844;-82.501;12578;230.7;53.4;6
1039;mason;Kentucky;21;161;38.619;-83.789;16800;240;70.6;77
1040;meade;Kentucky;21;163;37.934;-86.134;26349;305.6;92.6;51
1041;menifee;Kentucky;21;165;37.942;-83.598;6556;204;33.2;389
1042;mercer;Kentucky;21;167;37.785;-84.85;20817;248.6;86.4;102
1043;metcalfe;Kentucky;21;169;36.994;-85.643;10037;289.6;35.1;5
1044;monroe;Kentucky;21;171;36.708;-85.727;11756;329.5;35.4;316
1045;montgomery;Kentucky;21;173;38.035;-83.919;22554;198.6;119;40
1046;morgan;Kentucky;21;175;37.914;-83.262;13948;381.3;37.7;90
1047;muhlenberg;Kentucky;21;177;37.238;-87.146;31839;474.7;66.9;164
1048;nelson;Kentucky;21;179;37.815;-85.465;37477;418.7;96.5;368
1049;nicholas;Kentucky;21;181;38.325;-84.019;6813;196.7;36;82
1050;ohio;Kentucky;21;183;37.464;-86.863;22916;593.8;39.7;33
1051;oldham;Kentucky;21;185;38.374;-85.455;46178;187.3;278.1;94
1052;owen;Kentucky;21;187;38.529;-84.832;10547;352.4;32.1;206
1053;owsley;Kentucky;21;189;37.452;-83.677;4858;197.5;24;345
1054;pendleton;Kentucky;21;191;38.717;-84.36;14390;280.7;53.9;251
1055;perry;Kentucky;21;193;37.254;-83.198;29390;339.8;87.6;7
1056;pike;Kentucky;21;195;37.462;-82.415;68736;787.7;85.2;99
1057;powell;Kentucky;21;197;37.849;-83.878;13237;180.1;75.6;105
1058;pulaski;Kentucky;21;199;37.092;-84.613;56217;661.6;88.8;145
1059;robertson;Kentucky;21;201;38.523;-84.049;2266;100;23.1;57
1060;rockcastle;Kentucky;21;203;37.38;-84.346;16582;317.5;52.9;51
1061;rowan;Kentucky;21;205;38.198;-83.437;22094;280.9;79;6
1062;russell;Kentucky;21;207;37.028;-85.06;16315;253.8;66.3;331
1063;scott;Kentucky;21;209;38.235;-84.573;33061;281.6;135.1;214
1064;shelby;Kentucky;21;211;38.213;-85.224;33337;379.7;98;263
1065;simpson;Kentucky;21;213;36.733;-86.573;16405;234.1;72.2;388
1066;spencer;Kentucky;21;215;38.052;-85.352;11766;186.8;79.4;300
1067;taylor;Kentucky;21;217;37.351;-85.342;22927;269.8;87;87
1068;todd;Kentucky;21;219;36.811;-87.171;11971;376.3;31.5;173
1069;trigg;Kentucky;21;221;36.849;-87.838;12597;442.6;29.9;20
1070;trimble;Kentucky;21;223;38.621;-85.333;8125;151.7;59.6;165
1071;union;Kentucky;21;225;37.654;-87.931;15637;345.1;45.5;466
1072;warren;Kentucky;21;227;36.975;-86.433;92522;541.9;179.3;6
1073;washington;Kentucky;21;229;37.739;-85.189;10916;297.6;37.9;139
1074;wayne;Kentucky;21;231;36.833;-84.844;19923;459.4;44.4;245
1075;webster;Kentucky;21;233;37.497;-87.691;14120;331.9;42.6;146
1076;whitley;Kentucky;21;235;36.808;-84.137;35865;437.9;85.8;24
1077;wolfe;Kentucky;21;237;37.744;-83.508;7065;222.8;31.6;150
1078;woodford;Kentucky;21;239;38.053;-84.727;23208;190.1;126.1;11
1079;acadia;Louisiana;22;1;30.275;-92.351;58861;655.3;90.3;41
1080;allen;Louisiana;22;3;30.679;-92.767;25440;764.5;33.2;71
1081;ascension;Louisiana;22;5;30.242;-90.93;76627;291.5;299;284
1082;assumption;Louisiana;22;7;29.926;-91.064;23388;338.7;68.6;122
1083;avoyelles;Louisiana;22;9;31.05;-92.063;41481;832.4;50.4;100
1084;beauregard;Louisiana;22;11;30.738;-93.292;32986;1160.1;29.4;144
1085;bienville;Louisiana;22;13;32.392;-93.077;15752;810.6;18.9;125
1086;bossier;Louisiana;22;15;32.556;-93.657;98310;839.1;124;426
1087;caddo;Louisiana;22;17;32.476;-93.8;252161;881.8;285.2;219
1088;calcasieu;Louisiana;22;19;30.229;-93.263;183577;1064.1;173.8;572
1089;caldwell;Louisiana;22;21;32.079;-92.105;10560;529.4;20.5;215
1090;cameron;Louisiana;22;23;29.894;-93.233;9991;1313.1;7.4;438
1091;catahoula;Louisiana;22;25;31.69;-91.822;10920;703.4;15.1;14
1092;claiborne;Louisiana;22;27;32.83;-93.036;16851;754.7;21.8;31
1093;concordia;Louisiana;22;29;31.594;-91.547;20247;695.9;28.3;24
1094;de soto;Louisiana;22;31;32.09;-93.773;25494;877.2;29.9;384
1095;east baton rouge;Louisiana;22;33;30.465;-91.103;412852;455.4;906;445
1096;east carroll;Louisiana;22;35;32.772;-91.199;9421;421.4;21.2;147
1097;east feliciana;Louisiana;22;37;30.83;-91.091;21360;453.4;46.2;85
1098;evangeline;Louisiana;22;39;30.682;-92.361;35434;664.3;53.4;180
1099;franklin;Louisiana;22;41;32.139;-91.695;21263;623.6;33.4;217
1100;grant;Louisiana;22;43;31.545;-92.564;18698;645.1;29.7;79
1101;iberia;Louisiana;22;45;29.992;-91.809;73266;575.1;129.4;77
1102;iberville;Louisiana;22;47;30.273;-91.24;33320;618.6;52.5;48
1103;jackson;Louisiana;22;49;32.283;-92.643;15397;569.8;26.8;214
1104;jefferson;Louisiana;22;51;29.945;-90.154;455466;295.7;1534;44
1105;jefferson davis;Louisiana;22;53;30.239;-92.734;31435;652.3;47.9;73
1106;lafayette;Louisiana;22;55;30.209;-92.043;190503;269.8;725.4;89
1107;lafourche;Louisiana;22;57;29.677;-90.608;89974;1084.6;85;39
1108;la salle;Louisiana;22;59;31.731;-92.173;14282;623.8;22.7;321
1109;lincoln;Louisiana;22;61;32.549;-92.649;42509;471.4;89.9;58
1110;livingston;Louisiana;22;63;30.481;-90.838;91814;648;163;27
1111;madison;Louisiana;22;65;32.4;-91.196;13728;624.1;20.8;64
1112;morehouse;Louisiana;22;67;32.787;-91.884;31021;794.1;38.5;196
1113;natchitoches;Louisiana;22;69;31.762;-93.101;39080;1255.4;30.9;90
1114;orleans;Louisiana;22;71;29.977;-90.051;484674;169;2735.7;207
1115;ouachita;Louisiana;22;73;32.512;-92.126;147250;610.5;243;137
1116;plaquemines;Louisiana;22;75;29.631;-89.807;26757;804.2;36;84
1117;pointe coupee;Louisiana;22;77;30.676;-91.503;22763;557.3;40.4;128
1118;rapides;Louisiana;22;79;31.285;-92.459;126337;1322.5;96.8;218
1119;red river;Louisiana;22;81;32.056;-93.31;9622;389.3;24.7;52
1120;richland;Louisiana;22;83;32.442;-91.711;20981;558.5;36.7;192
1121;sabine;Louisiana;22;85;31.582;-93.565;23459;865.3;27.3;111
1122;st bernard;Louisiana;22;87;29.93;-89.936;67229;377.6;173.6;132
1123;st charles;Louisiana;22;89;29.939;-90.376;48072;279.1;179.4;30
1124;st helena;Louisiana;22;91;30.794;-90.693;10525;408.4;25.2;107
1125;st james;Louisiana;22;93;30.021;-90.74;21216;241.5;87.6;292
1126;st john the baptist;Louisiana;22;95;30.07;-90.515;43044;213.1;213.9;12
1127;st landry;Louisiana;22;97;30.521;-92.111;87700;928.6;96.5;38
1128;st martin:north;Louisiana;22;99;30.219;-91.83;48583;739.9;68.2;68
1130;st mary;Louisiana;22;101;29.744;-91.351;53500;612.8;85.2;52
1131;st tammany;Louisiana;22;103;30.376;-89.935;191268;842.5;253.5;61
1132;tangipahoa;Louisiana;22;105;30.579;-90.459;100588;790.6;133;75
1133;tensas;Louisiana;22;107;31.969;-91.296;6618;602.5;10.3;44
1134;terrebonne;Louisiana;22;109;29.587;-90.718;104503;1231.7;86.5;163
1135;union;Louisiana;22;111;32.799;-92.408;22803;877.6;26.1;4
1136;vermilion;Louisiana;22;113;29.985;-92.174;53807;1173.8;46.6;141
1137;vernon;Louisiana;22;115;31.095;-93.243;52531;1328.4;37.3;39
1138;washington;Louisiana;22;117;30.836;-89.977;43926;669.5;66;83
1139;webster;Louisiana;22;119;32.704;-93.342;41831;595.2;69.3;491
1140;west baton rouge;Louisiana;22;121;30.447;-91.264;21601;191.2;114.4;294
